session,video,segment,text,label,annotation
Session2,Ses02M_impro08,Ses02M_impro08_M016,and it'll get taken off um- no problem you know,3,neu
Session2,Ses02M_impro08,Ses02M_impro08_M017,Right. I mean we might,3,neu
Session2,Ses02M_impro08,Ses02M_impro08_M018,Okay.,3,neu
Session2,Ses02M_impro08,Ses02M_impro08_M019,"Uh, I mean have you been shopping around on the Internet and stuff? I mean that you gave-",3,neu
Session2,Ses02M_impro08,Ses02M_impro08_F019,I did buy one thing on ebay I don't know that might-,3,neu
Session2,Ses02M_impro08,Ses02M_impro08_M020,"Uh-ha, I mean usually sites are pretty well protected but sometimes I mean information gets out, so",3,neu
Session2,Ses02M_impro08,Ses02M_impro08_M021,so it is a little a little hard in that situation if you want -- you know you can -um- we can- we can issue another credit card.,3,neu
Session2,Ses02M_impro08,Ses02M_impro08_M022,"Yeah, yeah. Maybe we'll, uh-",3,neu
Session2,Ses02M_impro08,Ses02M_impro08_M023,it's a different number and everything,3,neu
Session2,Ses02M_impro08,Ses02M_impro08_M024,Yeah. yeah.,3,neu
Session2,Ses02M_impro08,Ses02M_impro08_M025,"Yes, um but for- for that- for that charge we will need you to send something in but we can get you processed immediately for this, for this, for this new card. It still goes to the same address, right?",3,neu
Session2,Ses02M_impro08,Ses02M_impro08_M026,Okay. All right. Then we'll get it sent out there. And,3,neu
Session2,Ses02M_impro08,Ses02M_impro08_F023,Great.,2,hap
Session2,Ses02M_impro08,Ses02M_impro08_M027,And you know just I mean be careful in the future if um,3,neu
Session2,Ses02M_impro08,Ses02M_impro08_F024,Yeah.,2,hap
Session2,Ses02M_impro08,Ses02M_impro08_M028,if you're ever online or anything like that I mean just make sure it's a secure site and,3,neu
Session2,Ses02M_impro08,Ses02M_impro08_M029,"and never you know, give it to anyone out, never even give out your number to any like unreliable company that you haven't heard of or anything like that, all right? Because, um, we want to- we definitely want to help you out, but-",3,neu
Session2,Ses02M_impro08,Ses02M_impro08_F025,"Right, right.",3,neu
Session2,Ses02M_impro08,Ses02M_impro08_F026,"Okay, great.",3,neu
Session2,Ses02M_impro08,Ses02M_impro08_F027,"Yeah, totally.",3,neu
Session2,Ses02M_impro08,Ses02M_impro08_M030,you know it gets- it gets difficult you know so Alright.,3,neu
Session2,Ses02M_impro08,Ses02M_impro08_F028,Well thank you so much. You've been very helpful. I really appreciate it.,2,hap
Session2,Ses02M_impro08,Ses02M_impro08_M031,"Alright Yes, I'm sorry for all the inconvenience but we'll get it taken care of.",3,neu
Session2,Ses02M_impro08,Ses02M_impro08_F030,Thank you very much bye.,2,hap
Session2,Ses02M_script01_1,Ses02M_script01_1_M003,I don't know. When it cracked he ran into the house and cried in the kitchen.,1,sad
Session2,Ses02M_script01_1,Ses02M_script01_1_M004,No. I figured it was best to leave him alone.,1,sad
Session2,Ses02M_script01_1,Ses02M_script01_1_M005,I could hear him right through the floor in my room.,1,sad
Session2,Ses02M_script01_1,Ses02M_script01_1_M012,We've got to say it to him.,0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_M013,"For God sakes it's been three years, nobody comes back after three years, that's insane.",0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_M016,You know why I brought Annie here don't you?,3,neu
Session2,Ses02M_script01_1,Ses02M_script01_1_M017,You know.,3,neu
Session2,Ses02M_script01_1,Ses02M_script01_1_F015,I got an idea but what's the story?,3,neu
Session2,Ses02M_script01_1,Ses02M_script01_1_M018,I'm going to ask her to marry me.,3,neu
Session2,Ses02M_script01_1,Ses02M_script01_1_F018,"Well, you want to make sure that your father isn't-",3,neu
Session2,Ses02M_script01_1,Ses02M_script01_1_M021,See it isn't just my business-,0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_F021,From father's point of you he isn't dead and you have no right to take his girl.,3,neu
Session2,Ses02M_script01_1,Ses02M_script01_1_M024,"I don't know why but every time I reach out for something that I really want, I have to pull back 'cause someone else will suffer. My whole bloody life, time after time after time.",0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_F023,You're a considerate fellow. There's nothing wrong with that.,3,neu
Session2,Ses02M_script01_1,Ses02M_script01_1_M025,To hell with that.,0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_M026,I wanted to get this settled first.,3,neu
Session2,Ses02M_script01_1,Ses02M_script01_1_F025,How do you know she'll marry you? Maybe she feels the same way your father does.,3,neu
Session2,Ses02M_script01_1,Ses02M_script01_1_M027,"Well, if she does then that's the end of it. From her letters I think she's forgotten him.",3,neu
Session2,Ses02M_script01_1,Ses02M_script01_1_M028,"I don't know, I'll find out. Then we'll trash it out with dad, right? Mom, don't avoid me.",1,sad
Session2,Ses02M_script01_1,Ses02M_script01_1_F026,"Trouble is you don't see enough women, you never did.",0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_F027,I just don't see why it has to be Annie.,0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_M035,"If I can't do that here well, then I'll have to get out.",1,sad
Session2,Ses02M_script01_1,Ses02M_script01_1_F032,What the hell is this?,0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_M036,"I'll get out. I'll get married and go live some place else, maybe New York.",1,sad
Session2,Ses02M_script01_1,Ses02M_script01_1_F033,"What the hell is this, are you crazy?",0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_M037,"I've been a good son too long a good sucker, I'm through with it.",0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_F034,What about the business? What is this?,0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_M038,The business? The business doesn't inspire me.,0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_F035,Must you be inspired?,0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_M039,"Yes, I like it and hour a day. If I'm going to grub for money all day long, at least in the evening I want it beautiful.",0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_F036,"Tell me, you'd leave the business?",0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_M041,"Yes, on this I would.",1,sad
Session2,Ses02M_script01_1,Ses02M_script01_1_F037,"Well, you don't want to think like that.",0,ang
Session2,Ses02M_script01_1,Ses02M_script01_1_F041,"Yea, I can see that.",1,sad
Session2,Ses02M_script01_2,Ses02M_script01_2_F000,Why did he invite her here?,0,ang
Session2,Ses02M_script01_2,Ses02M_script01_2_F001,She's been in New York three and half years why all of a sudden-,0,ang
Session2,Ses02M_script01_2,Ses02M_script01_2_M001,"Well, maybe he just wanted to see her again.",3,neu
Session2,Ses02M_script01_2,Ses02M_script01_2_F002,Nobody comes seven hundred miles just to see.,0,ang
Session2,Ses02M_script01_2,Ses02M_script01_2_F003,He's not going to marry her.,0,ang
Session2,Ses02M_script01_2,Ses02M_script01_2_M004,How do you know he's even thinking of it?,3,neu
Session2,Ses02M_script01_2,Ses02M_script01_2_M005,"Well, so what?",3,neu
Session2,Ses02M_script01_2,Ses02M_script01_2_F005,What's going on here Joe?,0,ang
Session2,Ses02M_script01_2,Ses02M_script01_2_F006,-She's not his girl Joe; she knows she's not.,0,ang
Session2,Ses02M_script01_2,Ses02M_script01_2_M007,You can't read her mind.,3,neu
Session2,Ses02M_script01_2,Ses02M_script01_2_F010,"I want you to act like he's coming back, both of you. Don't you think I haven't noticed since he invited her, I won't stand for any nonsense",0,ang
Session2,Ses02M_script01_2,Ses02M_script01_2_F013,I need you to believe with me; I can't stand all alone.,1,sad
Session2,Ses02M_script01_2,Ses02M_script01_2_M016,"What does that mean, me above all?",0,ang
Session2,Ses02M_script01_2,Ses02M_script01_2_M017,Look at you -- look at you shaking.,0,ang
Session2,Ses02M_script01_3,Ses02M_script01_3_M000,"I know, it went out of style, didn't it?",2,hap
Session2,Ses02M_script01_3,Ses02M_script01_3_F001,It's all right. It's a good thing.,2,hap
Session2,Ses02M_script01_3,Ses02M_script01_3_F002,"You know, it's lovely here, the air is sweet.",2,hap
Session2,Ses02M_script01_3,Ses02M_script01_3_F003,"No, not sorry. But, um. But I'm not gonna stay.",2,hap
Session2,Ses02M_script01_3,Ses02M_script01_3_F007,"I knew they would, your mother anyway.",2,hap
Session2,Ses02M_script01_3,Ses02M_script01_3_F008,"Well, from her point of view, why else would I come?",3,neu
Session2,Ses02M_script01_3,Ses02M_script01_3_F009,I guess this is why I came.,2,hap
Session2,Ses02M_script01_3,Ses02M_script01_3_M010,I'm embarrassing you and I didn't want to tell it to you here. I wanted some place we'd never been before. A place where we'd be brand new to each other.,2,exc
Session2,Ses02M_script01_3,Ses02M_script01_3_F012,"Well, you started to write me",2,hap
Session2,Ses02M_script01_3,Ses02M_script01_3_M014,You felt something that far back?,2,exc
Session2,Ses02M_script01_3,Ses02M_script01_3_F013,Every day since.,2,hap
Session2,Ses02M_script01_3,Ses02M_script01_3_M015,"Ann, why didn't you let me know?",2,exc
Session2,Ses02M_script01_3,Ses02M_script01_3_M020,Let's drive someplace. I want to be alone with you.,1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M021,No. Nothing like that.,1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_F019,"Well, what's wrong? I mean, even in your letters there was some--something ashamed.",1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M022,"Yeah, I suppose I have been. But it's going from me.",1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_F021,It wouldn't work this way.,1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M025,"Well, I lost them.",1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M026,Just about all.,1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M027,It takes some time for a guy to toss that off. 'Cause they weren't just men.,1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M028,"For instance, this one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks. I put them in pocket. It's only a little thing, but those are the kind of guys I had.",1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M029,"They didn't die, they killed themselves for each other. I mean that exactly. I mean, a little more selfish and they'd have been here today.",1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M030,"I got this idea watching 'em go down. Everything was being destroyed, see, but it seemed that one new thing was made. A sort of responsibility. Man for man. You know what I mean?",1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M031,"To show that, to bring that onto the Earth again, like some kind of monument and everyone can feel it standing behind him and it would make a difference to him.",1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M032,"Then I came back and it was incredible. There was no meaning in it here. I mean, the whole thing to them seemed like it's sort of a bus accident. I went to work with Dad and that rat race again.",1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M033,"And I felt what you said, ashamed somehow 'cause nobody had changed at all. It seemed to make suckers out of a lot of guys. I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M034,"I mean, you can take those things out of a war, but when you drive that car, you've gotta realize that it came out of the love a man can have for a man. You've gotta be a little better because of it.",1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M035,Otherwise all you have is really loot and there's blood on it. And I didn't want to take any of that. And I guess that included you.,1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_F025,Do you still feel that way?,1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_M036,I want you now Annie.,3,neu
Session2,Ses02M_script01_3,Ses02M_script01_3_F026,"'Cause you mustn't feel that way. Because you have a right to everything you have, Chris. Everything, you understand that? Me too.",1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_F027,"I mean, and your money, there's- there's nothing wrong with your money. I mean, your father put hundreds of planes in the air. A man should be paid for that.",1,sad
Session2,Ses02M_script01_3,Ses02M_script01_3_F028,What'll I do with a fortune?,2,hap
Session2,Ses02M_script02_1,Ses02M_script02_1_M000,What time is it? They're supposed to run around midnight.,2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M001,"God, this great, isn't it? Like look at the night we go here, it couldn't be better.",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M003,How you doing?,2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_F000,Fine.,3,neu
Session2,Ses02M_script02_1,Ses02M_script02_1_M004,"Is that -- is that, no? Was that just foam? I can't even tell.",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M005,"Although, I guess you can't tell it probably isn't them. Probably be unmistakable don't you think?",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M006,How you doing? You know what I forgot? I forgot to bring my flashlight. How - how could I forget to bring my flashlight? How could I be so stupid?,2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_F001,What flashlight?,3,neu
Session2,Ses02M_script02_1,Ses02M_script02_1_F005,Yea.,3,neu
Session2,Ses02M_script02_1,Ses02M_script02_1_M013,"You cold, you want my jacket? We should've - we should've brought our blanket, our blanket, how could we forget to bring the blanket?",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M014,"Oh, a six-pack, that's, should've brought a -- a six-pack be just the ticket right now. How could I forget,",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M015,"oh man. Like a kid, it's amazing I got out of the house with my fly zipped.",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M016,You think they can hear us talk or feel the vibrations in the sand when we move around?,2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_F006,I'm cold.,3,neu
Session2,Ses02M_script02_1,Ses02M_script02_1_F011,Not particularly.,3,neu
Session2,Ses02M_script02_1,Ses02M_script02_1_M023,"Honey, this is a natural phenomenon. I mean it only happens once a year.",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M024,"Think about the people in Kansas, they- they'd have to get a plane ticket and hotel reservations to see this. We live forty minutes away it's too good to pass up.",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M025,"Yea, but that moment on the beach is the highlight of their little lives. I mean all that flopping is laying eggs or what do you, mating or spotting or something like that.",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M026,"This is a big night for these guys, life's last orgy.",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M028,"Okay. But it's fish that do something none of the other fish do. Like the swallows returning to Capistrano, or the Lemmings throwing themselves off the cliffs",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M029,"you know there is like, there is a certain mystery here, a magic, a bit of the unexplainable. I don't see how you cannot be interested.",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_F016,I'm just not.,1,sad
Session2,Ses02M_script02_1,Ses02M_script02_1_F017,Yes.,3,neu
Session2,Ses02M_script02_1,Ses02M_script02_1_F018,"Last year you'll also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight over nothing, and we didn't see the Grunions.",0,ang
Session2,Ses02M_script02_1,Ses02M_script02_1_M035,"There is that, oh no that's just seaweed, isn't it?",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M036,"This is, this is great, isn't it? I wouldn't miss this for anything. Now listen to this, I know you're not interested but just listen.",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M037,"Out there somewhere there is this huge mass of silver fish headed this way,",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M038,"they don't why, we don't know why. They didn't take a vote or anything; they didn't get a map or an invitation.",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M039,"Just all as one. This little time sensitive firecracker, instinctual firecracker in their body just went off and all as one they turned and formed a line as long the California coast and started swimming. They're swimming right now as if that's the only thing that matters.",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M040,"It's single mindedness, with no mind, it's urgency that's pure urge, they don't know what drives them. They don't ask it a name or ask it a question,",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M041,"they just turn as one and start the swim and brings them right here to this spot where we stand, for a massive celebration of sex and death.",2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_M042,Look at me; I'm giving myself goose bumps all my hairs are popping up.,2,exc
Session2,Ses02M_script02_1,Ses02M_script02_1_F020,That's the wind.,3,neu
Session2,Ses02M_script02_1,Ses02M_script02_1_F021,About what?,3,neu
Session2,Ses02M_script02_2,Ses02M_script02_2_M000,So what do you think?,3,neu
Session2,Ses02M_script02_2,Ses02M_script02_2_M001,What I was saying.,3,neu
Session2,Ses02M_script02_2,Ses02M_script02_2_M002,Certainly it's not. Slightly exaggerated scientific fact.,3,neu
Session2,Ses02M_script02_2,Ses02M_script02_2_F005,Goddamn it Augie don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting.,0,ang
Session2,Ses02M_script02_2,Ses02M_script02_2_F006,We just have different ideas of what this evening is supposed to look like.,0,ang
Session2,Ses02M_script02_2,Ses02M_script02_2_M010,"Well, we'll see them this year.",3,neu
Session2,Ses02M_script02_2,Ses02M_script02_2_F011,I mean I feel like my whole life is going to be spent standing on the beach waiting for the fish to show up with my eyes open and my hands clasped expectantly and the fish won't show up.,0,ang
Session2,Ses02M_script02_2,Ses02M_script02_2_F013,"I did want to see them, I always do. I mean I keep thinking that this is going to be the time and it never is.",0,ang
Session2,Ses02M_script02_2,Ses02M_script02_2_M015,"You were fine during the phone call from Marge, dinner was okay, doing the dishes was no problem, let's see, I took a shower, you watched the news, you said",3,neu
Session2,Ses02M_script02_2,Ses02M_script02_2_M016,"""the Grunion are running tonight,"" I said ""great, let's go, I feel lucky,""",3,neu
Session2,Ses02M_script02_2,Ses02M_script02_2_M017,"okay so I'm getting on my jacket and putting out the animals, getting the car out of the garage-",3,neu
Session2,Ses02M_script02_2,Ses02M_script02_2_F015,Do you remember the first time we came to see it? It was about four years ago right after we got married.,1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_F016,"We thought I was pregnant and we opened a bottle of champagne but no glasses, you asked me to dance, we kicked off our shoes and you popped the cork.",1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_F017,And when we were dancing you said the softest most intimate things to me right into my ears so I could feel them as much as hear them,1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_F018,"and I remember thinking that this is it you know. At last, at last I am as happy as I am supposed to be",1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_F019,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_M019,"It was in the car, right? Driving past the Knickerbocker Liquor Locker you said, let's get some champagne and I said times are wasting or something like that, right?",2,exc
Session2,Ses02M_script02_2,Ses02M_script02_2_M020,"Of course, I see it now; you want this to be like that other time, right? That's it, right?",2,exc
Session2,Ses02M_script02_2,Ses02M_script02_2_F020,I'd rather not remember some things. I would rather not hope for some things.,1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_M021,"Yea. Okay, sure, no. I see. Listen, you want to dance?",3,neu
Session2,Ses02M_script02_2,Ses02M_script02_2_F021,No.,1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_M022,You want to go get some champagne?,3,neu
Session2,Ses02M_script02_2,Ses02M_script02_2_F022,No.,1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_M023,Take off our shoes?,3,neu
Session2,Ses02M_script02_2,Ses02M_script02_2_M025,Get married again?,3,neu
Session2,Ses02M_script02_2,Ses02M_script02_2_M029,"Well welcome to the human race, all right. Do you think this is what I had in mind when I proposed? You think I had this great fantasy going that four years down the road we'd come to the beach and yell at each other over fish?",0,ang
Session2,Ses02M_script02_2,Ses02M_script02_2_F031,"Well, but this isn't anything like I thought anything would be like.",1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_M035,"No, I know. Me neither.",1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_F034,"I know that you meant this to be special and nice, and there's the sand and the moon and everything but I just couldn't help thinking about being somewhere else.",1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_M037,Maybe if you were with somebody else too.,1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_M038,"No, I know. But still, I know I don't make you happy.",1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_F037,Don't be ridiculous. I mean don't you know that?,2,hap
Session2,Ses02M_script02_2,Ses02M_script02_2_F038,"You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard.",1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_M040,"Now that you mention it. No, I don't.",2,hap
Session2,Ses02M_script02_2,Ses02M_script02_2_M041,I don't know it seemed like a pretty good spot to me. Look at the moon - view the moon view I got from here.,2,hap
Session2,Ses02M_script02_2,Ses02M_script02_2_M042,What have we got here?,2,hap
Session2,Ses02M_script02_2,Ses02M_script02_2_F042,"Well, I guess we don't need glasses.",2,hap
Session2,Ses02M_script02_2,Ses02M_script02_2_F044,"Augie, I'm sorry.",1,sad
Session2,Ses02M_script02_2,Ses02M_script02_2_M045,"Shh, if we're very quiet the fish might come.",2,hap
Session2,Ses02M_script02_2,Ses02M_script02_2_F045,Or not.,2,hap
Session2,Ses02M_script02_2,Ses02M_script02_2_M046,Or not.,2,hap
Session2,Ses02M_script02_2,Ses02M_script02_2_F046,Hmm.,3,neu
Session2,Ses02M_script03_1,Ses02M_script03_1_F002,What are we going to do?,2,exc
Session2,Ses02M_script03_1,Ses02M_script03_1_F003,Now and always sweet.,2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_M005,Hello? Hello? What? Wrong number.,2,exc
Session2,Ses02M_script03_1,Ses02M_script03_1_F005,Oh. It sends shivers down my spine.,2,exc
Session2,Ses02M_script03_1,Ses02M_script03_1_F006,Behave exquisitely.,2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_M007,With the most perfect poise.,2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_F007,"Yes, I should probably to a court curtsey.",2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_M008,"Things that ought to matter dreadfully don't matter at all when one's is happy, do they?",2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_M009,Oh darling don't say that.,1,sad
Session2,Ses02M_script03_1,Ses02M_script03_1_M010,Meaning that sacred and beautiful thing love?,2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_M011,What does it all mean that's what I ask- that's what I ask myself in my ceaseless quest for ultimate truth? Good God what does it all mean?,2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_M012,"You mustn't be serious my dear one, that's just what they want.",2,exc
Session2,Ses02M_script03_1,Ses02M_script03_1_F012,Who's they?,2,exc
Session2,Ses02M_script03_1,Ses02M_script03_1_M014,flippancy brings out the acid in their damned sweetness in light.,2,exc
Session2,Ses02M_script03_1,Ses02M_script03_1_M015,"Certainly you must, we figures of fun all right.",2,exc
Session2,Ses02M_script03_1,Ses02M_script03_1_M016,"No, that desire will fade along with our passion.",1,sad
Session2,Ses02M_script03_1,Ses02M_script03_1_F015,"Oh dear, should we like that?",1,sad
Session2,Ses02M_script03_1,Ses02M_script03_1_M018,"Yes, yes, with all his might.",2,exc
Session2,Ses02M_script03_1,Ses02M_script03_1_M019,"No, no it isn't, death is very laughable, such a cunning little mystery, all done with mirrors.",2,exc
Session2,Ses02M_script03_1,Ses02M_script03_1_M020,So is everyone else in the long run.,2,exc
Session2,Ses02M_script03_1,Ses02M_script03_1_M021,"Let's be superficial and pity the poor philosophers, let's blow our trumpets and squeakers and enjoy the party as much as we can. Like quite idiotic, very small, school children. Let's savor the delight of the moment.",2,exc
Session2,Ses02M_script03_1,Ses02M_script03_1_M022,Come kiss me darling before your body rots and worms pop in and out of your eye sockets.,2,exc
Session2,Ses02M_script03_1,Ses02M_script03_1_M024,You remember that awful scene we had in Venice?,2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_F021,Which particular one?,2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_F022,"Oh Charles, that was his name Charles. It did wiggle so beautifully.",2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_F023,I know you did. You threw it out of the window into the Grand Canal; I don't think I'll ever forgive you for that.,2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_F024,It went on intermittently for days.,2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_F025,It burned my comb too and all the towels in the bathroom.,2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_M029,"That was a rouser, wasn't it?",2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_F027,The manager came in and found us rolling around on the floor biting and scratching like panthers.,2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_M031,I'll never forget his face.,2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_F028,"Oh it was ridiculous, completely ridiculous.",2,hap
Session2,Ses02M_script03_1,Ses02M_script03_1_F029,And very much sillier.,2,hap
Session2,Ses02M_script03_2,Ses02M_script03_2_M000,"As a matter of fact, the real cause of that row was Peter Burden.",3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_F000,You knew there was nothing in that.,2,exc
Session2,Ses02M_script03_2,Ses02M_script03_2_M001,I knew nothing of the sort. You took presents from him.,0,ang
Session2,Ses02M_script03_2,Ses02M_script03_2_F001,"Presents, just a trivial little broach.",2,exc
Session2,Ses02M_script03_2,Ses02M_script03_2_F002,No it wasn't. It was very pretty I still have it and I wear it often.,3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_M003,You went out of your way to torture me over Peter Burden.,0,ang
Session2,Ses02M_script03_2,Ses02M_script03_2_F003,"No I didn't, you worked the whole thing up in your jealous imagination.",3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_M005,You let him kiss you; you said you did.,0,ang
Session2,Ses02M_script03_2,Ses02M_script03_2_F005,What of it?,3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_F006,"It gave him a lot of pleasure, it didn't hurt me any.",3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_M007,What about me?,0,ang
Session2,Ses02M_script03_2,Ses02M_script03_2_F007,"Well, if you hadn't been so nosey and suspicious you never wouldn't have known anything about it.",3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_F009,No thanks.,3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_M010,I have a little I think.,3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_M011,"No particular reason. Anyhow, they are very small ones.",3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_F011,It just seems so silly to go on and on and on with such a thing.,3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_M012,You can hardly call three liquor glasses in a whole evening going on and on and on.,3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_F012,"Well, it's become a habit with you.",3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_F014,What?,0,ang
Session2,Ses02M_script03_2,Ses02M_script03_2_F015,No I'm just making myself fascinating for you.,3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_M016,"Going out somewhere, dear?",3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_M018,"As a matter of fact, that's perfectly true.",3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_F019,Be quiet.,0,ang
Session2,Ses02M_script03_2,Ses02M_script03_2_F023,I don't care. Do you understand? I don't care. I don't care if they bark or roll about like hoops.,0,ang
Session2,Ses02M_script03_2,Ses02M_script03_2_M024,"Tell me, did you see much of Peter Burden after our divorce?",3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_F024,"Yes, I did quite a lot.",3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_M026,What riotous time you must have had.,0,ang
Session2,Ses02M_script03_2,Ses02M_script03_2_M027,"No restraint at all, very enjoyable, never had much anyhow.",0,ang
Session2,Ses02M_script03_2,Ses02M_script03_2_F028,Oh be quiet.,0,ang
Session2,Ses02M_script03_2,Ses02M_script03_2_M031,"We can get a good little debate going about that, don't you think? Intemperate tots.",0,ang
Session2,Ses02M_script03_2,Ses02M_script03_2_M032,All right. I will.,3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_M033,Better turn that off I think.,3,neu
Session2,Ses02M_script03_2,Ses02M_script03_2_F035,You are far too temperamental. Try to control yourself.,0,ang
Session2,Ses02M_script03_2,Ses02M_script03_2_M039,Turn it off.,0,ang
